"Law Firm","Title","Location","Website","Description"
"Wedlake Bell","Solicitor / Associate - Commercial Property","London EC4V","https://uk.indeed.com/rc/clk?jk=fb6d9efddc09df6a&bb=2uHQEOoj9Z_3oOMw8cxUKDO62jZ99xLb8sYx2oqPGvQQ6qeOIewEh9bnddIA0YpZvefjPW3vVPxitob4uNnZo9JF7FXlhV0kdIad1GBcjixIuN6-brPq1uEgHhURc0UI&xkcb=SoDS67M37mVwxh2XYx0ZbzkdCdPP&fccid=db5ad01ea5b5c9ec&vjs=3","Solicitor / Associate - Commercial Property Wedlake Bell's highly-regarded Commercial Property team (L500 Tier 2 and Chambers Band 2 £50m-£150m) are recruiting a 2-3 PQE Solicitor / Associate to join the team and continue to deliver the high standards of service we offer to our clients. This is a full-time, permanent position. The Commercial Property team is one of the largest teams at Wedlake Bell and provide high-quality advice on a range of matters including: sales and purchases, real estate investment, commercial and mixed-use development, commercial leases, landlord and tenant matters, etc. Our clients range from private and commercial investors, large commercial and mixed-use developers, institutional landlords, corporate tenants, asset managers, amongst others. As a Solicitor / Associate in the Commercial Property team, you will gain high-level experience on a range of interesting matters, receiving work from and engaging with all partners in the team, and working with other departments in the firm on related matters. No two days will be the same. This is a fantastic opportunity for a 2-3 PQE Solicitor / Associate to join a thriving and varied Commercial Property practice, and you will have a real opportunity to develop your expertise and advance your professional development. Find out more about our Real Estate practice here. Examples of Recent Work Advised global consulting firm on their new multi-million pound headquarter lease; Advised life sciences R&D company on lease of existing and future laboratories from a major pharmaceutical company; Acted for a major property development organisation on sale of factory on a 999-year lease; Acted for major fashion brand on acquisition of multiple retail locations; Acted on the purchase of waste processing site for land conversion of over 250 homes; and Advised innovative farm technology company on lease of a new industrial site. About Us Located in the heart of the City of London, Wedlake Bell is a Top 100 law firm offering full services across Private Client, Real Estate, Business Services, and Disputes. The firm has 81 Partners and a total headcount of around 400. We have grown year-on-year, attributed to the continual success of our legal teams, and the dedication of our staff members. Our culture is widely-recognised as one of the best in City law, built on trust, collaboration, and mutual respect. Joining us, you will be part of a firm which supports work/life balance, personal development, and building strong connections. With regular cross-firm socials and events (including our renowned yearly ski trip!), you will quickly feel like part of the Wedlake Bell team! Key Responsibilities Delivering clear and high-quality legal advice on a range of commercial property matters; Acting as a day-to-day contact for advising clients on ongoing or new matters; and Contributing to the development of the practice by promoting Wedlake Bell and our work, both to existing and potential clients. Required Skills and Qualifications A strong background in a well-regarded Real Estate practice, with experience advising on any or all of the following matters: Landlord and tenant; Property sales and purchase; Property restructuring and reorganisation; and Asset management. In addition to: Be a qualified solicitor (ideally 2-3 PQE) in E&W; A relevant legal qualification - law degree, or legal post-graduate qualification in a related field; Excellent academic history; Strong commercial awareness; Strong communicator able to build relationships, internally and externally, at all levels; Strong client relationship and business development skills; Excellent organisational and file management skills; and A high level of professionalism and integrity. Why Join Us? A competitive salary and comprehensive benefits package; 25 days of paid holiday per annum, plus additional leave for significant life events; Option to purchase up to five additional days of holiday each year; Pension plan, Life Assurance, and Income Protection Scheme; Access to Private Medical and Dental Insurance from day one; Enhanced parental leave policies; Employee Assistance Programme with face-to-face counselling services; Variety of staff wellbeing initiatives including Pilates classes and subsidised gym memberships; Opportunities for professional development and career progression; A supportive and inclusive workplace culture. We are committed to fostering a diverse and inclusive workplace, where every individual is respected and valued. We welcome applications from all qualified candidates, irrespective of their background or personal circumstances. If you are passionate about corporate law and are looking for a challenging yet rewarding career, we encourage you to apply and become a part of our successful team."
"DWF","Director/ Solicitor/Associate","Hybrid work in London EC3M","https://uk.indeed.com/rc/clk?jk=fb38d4e4a531aedb&bb=E4oFwxcSVQ3hR_Jkx-YRqu8A92IujVBP_fEBVwcFlC0UgzfRbIgy3jwehzUGnvHwOuIhRan5x8VnnzQLfJCDlHOly172TQmc0wgkq_IQ86w95l6_4PRxKCIXDPT700Uh&xkcb=SoC067M37mWI1P2OKR0LbzkdCdPP&fccid=7ed144e4bc8f657d&vjs=3","Why join us?: Our practice is recognised by the main legal directories as one of the UK's leading practices for this work, with two of our partners rated as leading individuals. We are also the only UK law firm that can boast success in The Supreme Court in personal data breach group litigation. At DWF, we deeply appreciate the significance of offering a comprehensive rewards package that extends beyond a basic salary. Our commitment is to ensure that each member of our team feels truly valued. Upon joining our organisation, you will have the opportunity to select from a diverse array of benefits, allowing you to tailor a package that aligns with your individual needs and those of your family. Operating as a Solicitor/Director/Associate within the Data Protection & Cyber Security team, this role presents exceptional opportunities for career progression, giving the support to grow both personally and professionally. Our client portfolio is stellar, as you can see from the write-ups in the legal directories. Responsibilities: You will be working on a wide range of data protection work, including adtech, direct marketing, contracting, data subject rights, risk assessment and remediation Answering complex client queries. Dealing some of the most challenging and complex data protection matters in the market What will help you succeed in this role? : Essential Criteria Must have good understanding of the ICT and network and information systems upon which cyber security and data protection depend Candidates from leading practices in these areas (whether in private practice or in-house) will be preferred. Excellent time management Significant PQE experience Desirable Criteria Ability to work in a team Excellent attention to detail Ability to work under pressure What we offer?: We are committed to ensuring that each member of our team feels valued and duly rewarded during their time at DWF. We are an equal opportunities employer that celebrates diversity and we are committed to creating an inclusive environment for all. We aim to create a positive experience for all candidates and offer any adjustments or additional support needed. If you're excited about the opportunity but your experience doesn’t align perfectly with all the requirements, please apply anyway. You may be the right candidate for the role or others across the wider team. About us: DWF is a leading global provider of integrated legal and business services. Our approach delivers efficiency, price certainty and transparency for our clients across the world without compromising on quality or service. Our purpose is to deliver positive outcomes with our colleagues, clients and communities and we foster a culture that places our colleagues at the centre of all that we do."
"DWF","Barrister","Birmingham B4","https://uk.indeed.com/rc/clk?jk=f192d8ec3f2e4073&bb=E4oFwxcSVQ3hR_Jkx-YRqrcS-ehajXo2d7ZUIUO-aXsHHY_V-kT4g_hACobUnFpakSVjO7QZ8d1xJhd96NCnhkS64IqvfPgoTobmNDUITY31jP2REo0jjuKLceITi4fe&xkcb=SoAA67M37mWI1P2OKR0KbzkdCdPP&fccid=7ed144e4bc8f657d&vjs=3","Why join us?: At DWF, part of our plan of strategic recruitment - and as a result of some recent client panel appointments - we are expanding and looking for Barristers or Solicitor Advocates to join the team who specialise in one or more of our core practice areas: Personal Injury/Fraud, Commercial, Regulatory and Employment. DWF Chambers provides expert, streamlined advocacy services as an alternative to the traditional bar and chambers. Join us and elevate your career within a global and supportive environment! Responsibilities: Are you a barrister or solicitor advocate looking for an exciting new opportunity? At DWF Chambers, we offer: Guaranteed income with a competitive salary based on your experience Annual salary reviews and promotion prospects Generous bonus schemes Comprehensive life assurance and healthcare benefits Private pension plans No chambers expenses or desk rent Paid practising certificate and professional indemnity insurance Career progression within a global company with 30 locations worldwide Free access to DWF's extensive online legal library and resources Support from an experienced clerking team drawn from top external chambers What we offer?: At DWF, we deeply appreciate the significance of offering a comprehensive rewards package that extends beyond a basic salary. Our commitment is to ensure that each member of our team not only feels valued but is also duly rewarded throughout their tenure with us. Upon joining our organisation, you will have the opportunity to select from a diverse array of benefits, allowing you to carefully tailor a package that perfectly aligns with your individual needs and those of your family. In addition to our standard benefits, we offer a wide range of flexible benefits and robust well-being programs. Our recruitment process upholds the highest standards of fairness and engagement. It includes comprehensive interviews and, at times, a written assessment, an assessment day, or presentation. We aim to create a positive experience for all candidates and offer any adjustments or additional support. About us: DWF is a global legal business providing Complex, Managed and Connected Services. We empower people to be themselves within an inclusive and supportive environment, enabling everyone to achieve their full potential in line with their abilities and career aspirations."
"Riskonnect Inc","Corporate Counsel","London","https://uk.indeed.com/rc/clk?jk=d5750dbacfbbefdc&bb=E4oFwxcSVQ3hR_Jkx-YRqowSI-poWYwm6QCqxpsXfBpocko8bMXJILRV-PNOOBm72Tg54JUNxQpzA_fyJBeOOdCRVwoGu_kPEIHaiaVOko2GQRyN2ubTEX2303gJd3bT&xkcb=SoCd67M37mWI1P2OKR0JbzkdCdPP&fccid=59fb6e8aa5d73842&vjs=3","Riskonnect is looking for an ambitious, commercially focused Corporate Counsel to join our in-house legal team. The position will be involved with the whole spectrum of the business’ legal and compliance needs and will play a key role in supporting Riskonnect’s Global Sales, Customer Success, and Professional Services organizations in structuring, drafting and negotiating agreements for commercial transactions. This is a standalone role in the UK, this position will report to the General Counsel in USA. Primary Responsibilities: Drafting, review and negotiation of commercial agreements with customers, vendors, partners and other third parties Developing and maintaining standard contract templates, contract playbooks, and contract policies and processes and interfacing with multiple teams to optimize them Partnering with Finance, Sales Ops, Tech Ops, Customer Success and other stakeholder teams to ensure agreements are consistent with internal corporate guidelines Partnering with internal business constituents throughout the customer lifecycle to ensure customer success and protection of Riskonnect’s legal interests Analyzing, interpreting and educating on complex contract provisions to ensure compliance and consistency with Riskonnect’s business model Preparing and providing internal training materials and presentations to Riskonnect stakeholders Providing general legal advice on a variety of topics impacting SaaS providers Advise on legal challenges, risks, complex agreement structures and company policies. Advise senior management and business clients on various aspects of English and European law. Negotiate a range of agreements with customers and partners throughout UK/EMEA. Consult on a range of commercial agreements and create and maintain templates that comply with company policies and local law. Draft and maintain templates that comply with company policies and local law. Engage procurement for UK using the G-Cloud supplier services framework. Required skills/experience: Qualified solicitor with 5+ years relevant experience in private practice and/or an in-house team in the UK. BA/BS/LLB degree or equivalent practical experience. Ability to work independently and resolve questions or concerns with minimal oversight. Experience with negotiating technology agreements. Knowledge and experience with privacy and/or data protection regulations. Ability to multi-task and desire to work on a wide range of legal matters. Excellent oral and written communication skills. High work quality and attention to detail and ability to resolve time sensitive issues. Ability to operate in a fast-paced work environment, stay calm under pressure, and organize, prioritize and manage a high-volume workload while maintaining quality. Basic Microsoft Excel and PowerPoint skills. Highly responsive and service-oriented attitude. Ability to maintain strong working relationships with internal clients. Excellent commercial acumen and sound and practical business judgment. Prior experience working in high-growth, innovative and fast-paced work environment. Experience of working in a standalone role. Desirable skills/experience: Experience in supporting sales departments as an internal client. Salesforce CRM experience would be an advantage."
"Coles Miller Solicitors","Probate Lawyer","Poole","https://uk.indeed.com/rc/clk?jk=6d94e7be5fc25471&bb=E4oFwxcSVQ3hR_Jkx-YRqsDKP6eIik2bB_8VSC7bWIBDKB8smmgcIBE0MWOZCBJmxNqgN9YIC0_cKLna2ws2Pd_D4fg6Q1YGxTHVHVfchJxhpsMKmvz3aEx4c_1RiTmN&xkcb=SoAp67M37mWI1P2OKR0IbzkdCdPP&fccid=ace798a5b5745b66&vjs=3","Poole, Permanent The successful candidate? Will be presentable, flexible and maintain a friendly and approachable persona. You will be able to demonstrate an excellent standard of client care Career progression available You will be expected to take on an already busy caseload of quality private client matters Will be ambitious and able to handle all aspects of drafting Wills, Powers of Attorney and the Probate process from inception through to completion with supervision. The role? Newly Qualified Solicitor or Legal Executive Parkstone Road, Poole Full time or Part Time considered"
"CEL Solicitors","Personal Injury Solicitor","Liverpool L3 9AG","https://uk.indeed.com/rc/clk?jk=40a8014ddcc192d4&bb=E4oFwxcSVQ3hR_Jkx-YRqmqXogl2MxTOcYIE2vMeHlNKQTa7ANFmBSFs_rfYYfyk-JGDxVr24q0LS4DUo0GexkFXB1WzuT5CyRwqWZOlupsojzpVOp4_Dt3AOoKk4kuM&xkcb=SoCn67M37mWI1P2OKR0PbzkdCdPP&fccid=4623df6a19cbbc8f&vjs=3","Personal Injury Solicitor Salary £35,000 - £70,000 (based on experience) We are hiring a Personal Injury Solicitor to join our expanding team! We are looking for an experienced PI Solicitor to assist on EL / PL / RTA cases. The ideal candidate will be a Solicitor with 10+ years experience of PI, large loss or catastrophic loss claims. You will be managing a caseload of complex personal injury claims. At CEL, we blend the professionalism of a corporate firm with the warmth of a family business. We are different, but in a good way! Fancy a game of pool or darts during your lunch break? On Fridays, we wrap up at 3:30pm and head to our bar for a drink of your choice before joining in the excitement at our amphitheatre, where we host guest speakers or occasional talent shows! Plus, hitting our targets might just earn you a holiday getaway! Explore our vibrant offices and the exciting activities we enjoy here. About you: Solicitor with 10 years + Personal Injury experience Ability to work to deadlines, to prioritise and manage a varied caseload Ability to work well as part of a team and on your own initiative Experienced in running own files (you will be responsible for the day to day running of a caseload) Strong legal and leadership skills with a keen eye for detail Excellent organisation and time-management skills Excellent communication and interpersonal skills Professional and effective communication with team members and clients Understanding of case law and litigation practice as well as Court Practice Rules Responsibilities: Manage a varied caseload of personal injury claims from inception to settlement or trial Provide expert legal advice and support to clients, ensuring a compassionate and professional approach Conduct thorough investigations, gather evidence, and liaise with medical professionals and other experts Draft legal documents, including pleadings, witness statements, and settlement agreements Negotiate settlements with opposing parties and represent clients in court when necessary Maintain up-to-date knowledge of relevant legislation and case law. Collaborate with colleagues to share knowledge and ensure the highest standards of client care Perform duties professionally, adhering to relevant professional standards and regulatory requirements, including those set by the Solicitors Regulation Authority (SRA) Comply with the firm's internal procedures and systems, including file and case management, file audits, client due diligence, and time recording Compensation & Benefits: Gratitude is one of our core values. To show appreciation for our team, we offer: Benefits: Private Health Care Enhanced Sickness Entitlement Enhanced Maternity / Paternity Leave Death in Service from day one of employment Bike 2 Work Company Bar Paid Exam Leave Paid Company Parties Birthday Day Off 25 Days Annual Leave + Bank Holidays ️ Christmas Closure (on top of your annual leave allowance) Early Finish Fridays Work from Home days To all Recruitment Agencies: At CEL Solicitors, agency resumes are strictly prohibited. Do not submit agency resumes or forward them to our job advertisements or CEL Solicitors employees. Be aware that CEL Solicitors will not assume any responsibility for fees incurred due to unsolicited resumes. To ensure a fair and efficient application process, all candidates are kindly requested to submit their applications directly through the advertised platform. We kindly ask that you refrain from reaching out to the company or its employees via email, LinkedIn, or any other communication channels for inquiries or updates. Please note that any attempts to contact us through these channels will not receive a response. Thank you for your understanding and cooperation."
"Wedlake Bell","Solicitor - Residential Property (2-3 PQE)","London EC4V","https://uk.indeed.com/rc/clk?jk=5d2b3ff9166b41b5&bb=E4oFwxcSVQ3hR_Jkx-YRqsVsVIvzbFw-tb0h5VJ7jxYKChX0j5oTFxYDOyseQ3zmhxp8sXTxKLrnvbb6vfIXOZJ4tec_jvW-C1uH3v_f8cOPNGjMfTxbD5wzox1Q9bq_&xkcb=SoAT67M37mWI1P2OKR0ObzkdCdPP&fccid=db5ad01ea5b5c9ec&vjs=3","Solicitor - Residential Property (2-3 PQE) Wedlake Bell's highly regarded Residential Property team (L500 Tier 2, Chambers Band 3) are recruiting an experienced and talented Solicitor (2-3 PQE) to join our market-leading team. The Residential Property team forms part of our Private Client Group, and has a very strong reputation in the market. The team carries out a mixture of high-value residential sales and purchases (particularly with prime London properties), lease extensions (voluntary and statutory), sales of high-value new build developments, as well as work for agricultural/landed estates. Our clients range from HNW private individuals, offshore companies and lending institutions, through to investors and landed estates. As a Solicitor in the team you can expect to support on and drive a full range of the work the team offer. This will residential sales, purchases and refinancing transactions along with some plot sale purchases (including off plan) for high value developments, portfolio acquisitions, auction transactions, freehold estate disposals, and landlord and tenant matters. You will be encouraged to build strong relationships with our clients and key stakeholders in other teams, to support the business development and growth of the practice. This is a fantastic opportunity for a Solicitor to join a thriving team – the team have grown holistically in size and workload, and you will provide key support and lead on matters to continue your development, under the supervision of the partners in the team. At Wedlake Bell we pride ourselves on offering a friendly and supportive environment, with great opportunities to develop your skills and progress within our market-leading firm. Find out more about our Residential Property practice here. Examples of Recent Work Acted on purchase of freehold Grade II Listed property in Prime Central London at a purchase price in excess of £30million, consisting of a mix of leasehold (with share of freehold) and freehold titles; Acted on sale of high profile leasehold property in Central London at a purchase price in excess of £11million; and Acted for a developer acquiring a unique Grade II Listed Leasehold property in Belgravia for £22.25m, comprising a mix of leasehold and freehold title and acquisition of shares in a property-owning company. About Us Located in the heart of the City of London, Wedlake Bell is a Top 100 law firm offering full services across Private Client, Real Estate, Business Services, and Disputes. The firm has 81 Partners and a total headcount of around 400. We have grown year-on-year, attributed to the continual success of our legal teams, and the dedication of our staff members. Our culture is widely-recognised as one of the best in City law, built on trust, collaboration, and mutual respect. Joining us, you will be part of a firm which supports work/life balance, personal development, and building strong connections. With regular cross-firm socials and events (including our renowned yearly ski trip!), you will quickly feel like part of the Wedlake Bell team! Key Responsibilities Delivering clear and high-quality legal advice on a range of Residential Property matters; Acting as a day-to-day contact for advising clients on ongoing or new matters; and Contributing to the development of the practice by promoting Wedlake Bell and our work, both to existing and potential clients. Key Skills and Qualifications A strong background in a well-regarded Residential Property practice, with experience advising on any or all of the following matters: Property sales, purchases and refinancing; Landlord and tenant; and Property restructuring and reorganisation. As well as: Be a qualified solicitor (ideally 2-3 PQE) in E&W; A clear and developed understanding of Land Law and it's application in the Residential Property space; A relevant legal qualification - law degree, or legal post-graduate qualification in a related field; Excellent academic history; Strong commercial awareness; Strong communicator able to build relationships, internally and externally, at all levels; Strong client relationship and business development skills; Excellent organisational and file management skills; and A high level of professionalism and integrity. Why Join Us? A competitive salary and comprehensive benefits package; 25 days of paid holiday per annum, plus additional leave for significant life events; Option to purchase up to five additional days of holiday each year; Pension plan, Life Assurance, and Income Protection Scheme; Access to Private Medical and Dental Insurance from day one; Enhanced parental leave policies; Employee Assistance Programme with face-to-face counselling services; Variety of staff wellbeing initiatives including Pilates classes and subsidised gym memberships; Opportunities for professional development and career progression; and A supportive and inclusive workplace culture. We are committed to fostering a diverse and inclusive workplace, where every individual is respected and valued. We welcome applications from all qualified candidates, irrespective of their background or personal circumstances. If you are passionate about Property law and are looking for a challenging yet rewarding career, we encourage you to apply and become a part of our successful team."
"Thompsons Solicitors","Clinical Negligence Lawyer","London EC4M 8AL","https://uk.indeed.com/rc/clk?jk=e44ae42304ecb369&bb=E4oFwxcSVQ3hR_Jkx-YRqt7w-Osxrd8D4fSbHR9HhytT9Am9CbJtdCzPKpEXUDTGkVIKLaBpDy0Jo1WapzCsDuL_vr6NgbnT8MMVDcD_U3imDCwmnzSeZVssQZ9NoOqL&xkcb=SoCO67M37mWI1P2OKR0NbzkdCdPP&fccid=9a5565cf582c43df&vjs=3","Description Are you an experienced Clinical Negligence Lawyer looking for a new opportunity? Thompsons Solicitors are currently looking for an experienced Lawyer to add to our team based in London. With a passion for putting the client first and demonstrating excellent client care, you will be a qualified Lawyer used to running a varied multi-track clinical negligence caseload including complex cases involving serious injuries, amputations and brain injuries with rehabilitation packages. *Salary advertised will be dependent on level of experience. What the role involves... Managing and running complex clinical negligence cases pre and post issues. Dealing with a full clinical negligence caseload from initial interview to settlement. Working as part of the wider clinical negligence team, providing advice and support to Trade Unions, their members and private clients. Progressing cases to Trial, ADR and making interlocutory applications. Forecasting and billing, including a strong track record of recovering costs. Who we are looking for... Qualified solicitors with up to date knowledge of the law relating to clinical negligence and the civil litigation process. Excellent communication and client care skills, demonstrating an ability to empathise with vulnerable clients is essential. Construct clear and effective arguments, yielding the best result for our clients. Team players who enjoy engaging in marketing and business development opportunities. Proven competency and expertise in the field of clinical negligence, ideally this will mean by accreditation with either the Law Society or AVMA, or other relevant professional memberships where relevant. What we offer you... Contributory pension scheme £4,000 Car allowance Permanent health insurance Healthcare Cash Plan (Medicash) Life assurance 25 days annual leave (plus bank holidays) 5 days additional leave over Christmas Employee Assistance Programme Enhanced maternity and paternity pay Cycle to work scheme Subsidised sports and social club Annual travel and parking loans Financial assistance for professional development Please apply today or contact Steven King on stevenking@thomnpsons.law About Thompsons Solicitors For 100 years, leading social justice law firm, Thompsons Solicitors, has been fighting for the rights of the injured and mistreated and changing lives for the better. Since 1921, we have stood shoulder-to-shoulder with trade unions to implement key legal reforms and give a voice to those who might otherwise have been disadvantaged and marginalised. Thompsons ran: the case that established the right for injured workers to be compensated in 1937 the first asbestos case that was successful in the House of Lords in 1972 the first equal pay for equal value claim in the UK (1988) and later in Europe (1993) the case against UK construction companies for blacklisting union members in 2016 hundreds of cases on behalf of women who received negligent treatment at the hands of disgraced breast surgeon, Ian Paterson (2017) and behalf of those injured by mesh (2019). Today, Thompsons employs 800 staff who work at 18 offices right across the UK. Key areas of legal specialism include: personal injury, serious injury, asbestos diseases, medical negligence, road traffic accidents, accidents at work, industrial diseases and trade union law. As a point of principle, the firm has never worked for employers or insurers. Over the last 100 years, we have consistently won the cases that have advanced the law for working people, but, as long as there are employers who put profit before the safety and rights of their workforce, there is always more to do. We continue to expose injustice, holding those responsible to account and campaigning for positive change. We want to hear from anyone who is keen to progress a legal career with a firm that won’t let up in its quest for fairness. Visit www.thompsons.law or call 0800 0 224 224 Thompsons Solicitors is a trading name of Thompsons Solicitors LLP."
"DMH Stallard","Training Contracts","Gatwick Airport","https://uk.indeed.com/rc/clk?jk=929f0e655a8d4ff1&bb=E4oFwxcSVQ3hR_Jkx-YRqu5VHQV_yL0xSElVitUK6lpX3r4E66WekJ2rtYhQaqUgMynifaIT00E2aiD9P99SGUsqjumxFhUjt-7mWZre2YZrGAEOm4k0WM4TwlLgFhVo&xkcb=SoA667M37mWI1P2OKR0MbzkdCdPP&fccid=fad5d6b0d5f195f9&vjs=3","Closing date: 31/01/2025 Term: Contract Working hours: Full-time (9.15 - 5.15) Department: Various Legal Departments Location: Gatwick The firm With offices in Gatwick, Guilford, London, Horsham & Brighton and 85 partners and 275 staff, our firm provides a comprehensive range of commercial, dispute resolution and litigation, employment, cyber security and cyber-crime, corporate, intellectual property, real estate and technology, media and telecoms advice to both businesses and individuals. We hold the Silver Investors in People accreditation and consider trainees to be the future of the firm. Our policy is to select and develop trainees who will have, at the end of their training contract, the skills and enthusiasm to continue their career with the firm. The department We are now accepting applications for training contracts to commence in September 2025, based across a variety of our offices, departments and teams. Our training programme Our training programme comprises four six-month seats across the business, giving trainees the chance to experience working in both contentious and non-contentious practice areas. Seats are usually offered in: corporate, dispute resolution, family, personal injury, private client, planning, real estate and real estate dispute resolution. Trainees may be required to undertake seats in any of our Brighton, Horsham, Gatwick, London or Guildford offices and it is important that they have the flexibility and willingness to do so. What we are looking for in a trainee We welcome applications from motivated LPC graduates from all backgrounds. Enthusiasm, a commercial outlook, good communication skills and adaptability are all essential skills. DMH Stallard views trainees as an important asset of the firm and we expect them to make a significant contribution. As our trainees have direct access to clients from an early stage it is important that good client care skills are developed, which includes being aware of the client’s business or personal goals. In addition, we expect our trainees to: Be tech savvy Have a strong work ethic Be team players & Have excellent research skills Other information Salary First year region - £29,600 Second year region - £32,200 First year London - £35,700 Second year London - £38,300 Application To be eligible to apply you must have completed your LPC (or be due to complete it ahead of the September 2025 start date). We are still finalising our SQE strategy and are unable to accept applications from individuals who have completed the SQE at this time. To apply, you will need to complete an on-line application form and email it, along with a copy of your CV and a cover letter including your response to the following questions (in no more than 300 words for each): 1 – Please explain why you have decided on a career as a solicitor. 2 – Please explain why you are seeking a training contract at DMH Stallard. The closing date for applications is 31 January 2025. There are two assessment days, the first round includes a written exercises and a range of assessments and a brief interview. The second stage comprises a presentation and interview with the Panel, along with further assessments/tests. Should you be successful in the first round, you will be invited back to a second assessment day – assessment dates to be confirmed. Once published, please ensure you are available on these dates as we are unable to consider applications from individuals who cannot attend the assessment dates. If you have any questions please email recruitment@dmhstallard.com or call 01293 605068."
"Wright Hassall LLP","Commercial Senior Associate Solicitor","Hybrid work in Leamington Spa","https://uk.indeed.com/rc/clk?jk=9dce73d3357dbb02&bb=E4oFwxcSVQ3hR_Jkx-YRqm0mIYd993w3_JxAFhOPD5ELsojyetM0iN6wehzm7Tt0CzWBTuSgJpxpECg5cyv7KGuZYFQug2T6uOr65ugCpWA6yIWcGRnnGcpJSaUm5O2t&xkcb=SoDT67M37mWI1P2OKR0DbzkdCdPP&fccid=a8c097a68060dd01&vjs=3","Wright Hassall LLP Commercial Full time Permanent We are seeking to recruit a Senior Associate Solicitor to join our busy, nationally recognised and ranked Outsourcing, Technology and Commercial Team to work on a varied case load of commercial matters, ranging from advising SMEs on day-to-day queries to working with blue-chip corporate clients on major projects and outsourcings. Job Responsibilities Responsible for running own caseload and ensuring deadlines are met. Ensure the retention of good clients through appropriate client management and service delivery. Contribute to the development of the team business plan and take ownership for the delivery of assigned activities. Support key events to secure profitable new clients, cross sell opportunities and increase the Firm’s profile. Ensure compliance with SRA standards to safeguard our clients and support the Firm in maintaining its Practice Management standards and accreditations. Ensure clients receive accurate, up-to-date legal advice that takes account of their circumstances and represents ""value for money”. Maintain the integrity of data in key platforms such as Lawsoft, Visualfiles, Worksite and InterAction by ensuring that they are updated in a timely manner. Support key projects by ensuring that the targeted deliverables and benefits are achieved. Set clear objectives for direct reports and actively manage to reinforce strong performance. Contribute to motivating colleagues to ensure they are engaged in achieving the Firm’s objectives. Provide coaching and training for individuals to maximise talent development. All new instructions to be appropriately scoped and priced to achieve target gross margin. Person Specification The successful Solicitor will have a solid commercial contracts background, ideally with 5+years PQE / on becoming a Chartered Fellow. You will have good client and team communication skills and a desire to play a key role in the future of the Commercial team. Above all, you will be able to deliver succinct, quality and tailored advice to key clients. You will also be able to demonstrate the ability to work both autonomously and as a team player and will have high levels of motivation. Benefits We offer a competitive salary and excellent benefits package, including 25 days annual leave (rising to 30 days), pension, private healthcare, training and development, life assurance, healthcare scheme, subsidised gym membership, hybrid working, on-site parking, canteen and an active social committee. Wright Hassall values the differences and advantages that a diverse workforce brings to the firm and is committed to ensuring that all applicants are valued as individuals and treated with respect and fairness. We are a 2024 Circle Back Initiative Employer – we commit to respond to every applicant. We are seeking to recruit a Senior Associate Solicitor to join our busy, nationally recognised and ranked Outsourcing, Technology and Commercial Team on a full-time, permanent basis. Salary Competitive Benefits"
